"creators_name.family","creators_name.given","title","date","related_url","pages_aacr","thesis_degree_name"
"Colangelo","Angela","""If I tell you a story, will you promise to hear it?"" : a journey towards understanding one's personal story in the context of their family story through a self-revelatory performance process ","2002","http://clues.concordia.ca/search/c?SEARCH=RC 489 A7C6+ 2002 no.5","vii, 57 leaves ; 29 cm.","Research papers (M.A.)"
"Colarossi","Melissa","The different voices of separation and divorce ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66S63M 2007 C65","v, 106 leaves ; 29 cm.","M.A"
"Colasurdo","Nadia","Larval performance, adult reproductive traits and pattern of feeding of the forest tent caterpillar (Malacosoma disstria) on artificial and natural diets ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B56M 2006 C65","xiii, leaves : ill. ; 29 cm.","M. Sc."
"Colborne","Allison J","Jock Macdonald : the search for the universal truth in nature ","1992","http://clues.concordia.ca/search/c?SEARCH=ND 249 M26C65 1992","130 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Colburne","Karen A","The emergence of sex-typed toy knowledge in infancy ","1994","http://clues.concordia.ca/search/c?SEARCH=BF 720 S48C65 1994","viii, 83 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Colburne","Karen A","The emergence of triadic play in mother-infant interactions : play context and nonverbal communicative behaviors ","2000","http://clues.concordia.ca/search/c?SEARCH=BF 720 M68C65 2000","xii, 284 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Cole","Cedric K","The design and implementation of a bottom unit of an underwater acoustic telemetry system ","1983","http://clues.concordia.ca/search/c?SEARCH=QC 242.4 C64+ 1983","xv, 271 leaves : ill. (12 fold.), diagrs. ; 29 cm.","Theses (M.Eng.)"
"Colella","Cinzia","A new space in Canadian art : liminality in the work of three glass artists Kevin Lockau, Susan Edgerley and Brad Copping","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66A35M 2005 C65","vii, 119 leaves : ill. ; 29 cm.","M.A."
"Coleman","Eleanor","An examination of the relative effects of affective, cognitive, and composite previews on learning from a bilingual educational television program ","1977","http://clues.concordia.ca/search/c?SEARCH=LB 1044.7 C55+","vi, 115 leaves : forms ; 28 cm. + 1 videocassette (b&w, 20 min.)","Theses (M.A.)"
"Coley","Sandra M","The Church of St. Andrew and St. Paul, Montreal : an architectural history, 1805-1932, and catalogue of memorials ","1993","http://clues.concordia.ca/search/c?SEARCH=NA 5247 M63C65 1993","xii, 274 leaves : ill., plans ; 29 cm.","Theses (M.A.)"
"Colle","Judith M","Marriage as metaphor : the social fiction of Galsworthy, Forster, and Ford ","1984","http://clues.concordia.ca/search/c?SEARCH=PR 6013 A5M363X 1984","ix, 189 leaves ; 29 cm.","Theses (M.A.)"
"Colle","Lois Meryl","Mesolimbic contribution to dopamine-dependent circling behavior ","1989","http://clues.concordia.ca/search/c?SEARCH=QP 383.2 C66X 1989","xi, 142 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Collet","Diane","Laughing my arts off : the origins of humour in my art ","2002","http://clues.concordia.ca/search/c?SEARCH=N 8212 C65 2002","vi, 88 leaves : chiefly col. ill. ; 29 cm.","Theses (M.A.)"
"Collins","Robert J","Technology and public policy : patent protection for new drugs in Canada ","1989","http://clues.concordia.ca/search/c?SEARCH=HD 9670 C22C65+ 1989","v, 122 leaves ; 29 cm.","Theses (M.A.)"
"Collins","Curtis J","Janvier and Morrisseau : transcending a Canadian discourse ","1994","http://clues.concordia.ca/search/c?SEARCH=ND 249 M63C65 1994","v, 129 leaves : 31 ill. ; 29 cm.","Theses (M.A.)"
"Collins","Laura","Marking time : the acquisition of tense and grammatical aspect by French-speaking learners of English ","1999","http://clues.concordia.ca/search/c?SEARCH=P 118.2 C65 1999","xiii, 208 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Collins","Michael","The dialogue journal-sketchbook in art education : developing creative abilities in art students through mutually self-reflective dialogues between teacher and student ","2001","http://clues.concordia.ca/search/c?SEARCH=LB 1062 C66 2001","xviii, 433 p. : ill. ; 29 cm.","Theses (Ph.D.)"
"Collishaw","Mary Ann","Emotional labour, client perceptions and client responses in leisure services ","2004","http://clues.concordia.ca/search/c?SEARCH=GV 188 C65 2004","viii, 159 leaves ; 29 cm.","M. Sc. Admin."
"Collot","Milena","The situational features and textual dimensions of electronic language ","1991","http://clues.concordia.ca/search/c?SEARCH=P 98 C58 1991","ix, 133 leaves ; 29 cm.","Theses (M.A.)"
"Colvey","Stephanie","The production and evaluation of a video-tape to be used as an aid in the teaching of Canadian literature at the high school level ","1982","http://clues.concordia.ca/search/c?SEARCH=LB 1044.75 C58+","56 leaves ; 29 cm. + 1 videorecording (VHS)","Theses (M.A.)"
"Colville","Penelope Hooper","A needs analysis and evaluation of job skills required by educational technology graduates ","1988","http://clues.concordia.ca/search/c?SEARCH=LB 1028.3 C637X 1988","vi, 165 leaves ; 29 cm.","Theses (M.A.)"
"Comeau","Marc Andrew","Reachability and sequencing in marked graphs and state graphs : algorithms based on network programming ","1986","http://clues.concordia.ca/search/c?SEARCH=QA 267 C575X 1986","xii, 214 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Conan","Hervé","Studying written irony comprehension : some theoretical and methodological problems ","1991","http://clues.concordia.ca/search/c?SEARCH=LB 1050.45 C656 1991","vii, 198 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Connor","Cynthia","The lion that barked : an exploration of art and dramatic play with a child who is nonverbal ","1990","http://clues.concordia.ca/search/c?SEARCH=LC 4606 C65 1990","viii, 120 leaves : ill. (some col.) ; 29 cm.","Theses (M.A.)"
"Conradi","Alexa","Revisiting the legacy of the Royal Commission on Aboriginal peoples : a rhetorical analysis of healing ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C66M 2006 C66","vi, 123 leaves ; 29 cm.","M.A."
"Conrod","Beverley E","Active and passive perceptual learning in the visually impaired ","1984","http://clues.concordia.ca/search/c?SEARCH=HV 1626 C66X 1984","ii, 82 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Conrod","Beverley E","The effectiveness of perceptual training and educational psychosocial counselling in the adjustment to visual impairment ","1991","http://clues.concordia.ca/search/c?SEARCH=HV 1626 C662 1991","xi, 163 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Conrod","Kevin","The hot working characteristics of Al-0.65% Fe, and Al-0.5% Fe-0.5% Co conductor alloys ","2000","http://clues.concordia.ca/search/c?SEARCH=TA 480 A6C66 2000","xv, 117 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Consoli","Nilo Cesar","Numerical modelling of the sedimentation and consolidation of tailings ","1991","http://clues.concordia.ca/search/c?SEARCH=TN 292 C768 1991","xxiii, 163 leaves : ill., maps ; 29 cm.","Theses (Ph.D.)"
"Constantin","Danielle","Ordinateur et enseignement des langues secondes : conception, production et évaluation d'un didacticiel ","1985","http://clues.concordia.ca/search/c?SEARCH=PC 2066 C66+ 1985","76 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Constantinescu","Ioana R","The role of verb-transitivity preference in sentence processing by reading disabled adolescents ","2003","http://clues.concordia.ca/search/c?SEARCH=P 281 C66 2003","ix, 121 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Constantinescu","Ioana R","Reading comprehension of syntactically and semantically complex sentences by adolescents with reading difficulties ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66P79P 2010 C66","xiv, 247 leaves : ill. ; 29 cm.","Ph. D."
"Conteh","Abu Bakarr","Dynamic analysis of sandwich beam and frame systems ","2003","http://clues.concordia.ca/search/c?SEARCH=TA 660 B4C66 2003","xvii, 176 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Continelli","Lia","Regulation of hexose transport in a respiration-deficient human fibroblast cell strain ","1994","http://clues.concordia.ca/search/c?SEARCH=QP 702 G56C65 1994","xii, 91 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Convey","Thomas P","Tuning inner radio ","1983","http://clues.concordia.ca/search/c?SEARCH=PS 8555 O6T8+ 1983","v, 64 leaves ; 29 cm.","Theses (M.A.)"
"Conway","Justin W","The surface activity and rheological changes induced in lung surfactant resulting from ozone exposure ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C54M 2010 C66","ix, 109 leaves : ill.  ; 29 cm.","M. Sc."
"Cook-Sourice","Catherine","The glass machinery in Christopher Dewdney's Predators of the adoration ","1998","http://clues.concordia.ca/search/c?SEARCH=PS 8557 E846Z62 1998","x, 145 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Cooke","Margaret Anne","In-vitro propagation of Capsicum annuum cv. early prolific hybrid pepper and evaluation of regenerated plants ","1987","http://clues.concordia.ca/search/c?SEARCH=QK 840 C66+ 1987","xiv, 150 leaves : ill. (some col.) ; 29 cm.","Theses (M.Sc.)"
"Cooke","Grayson","Bio/Techno/Logo : writing and the face in the human/machine relation ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66S36P 2005 C66","vi, 370 leaves : ill. ; 29 cm.","Ph. D."
"Cooley","Georgina Miriam","Changing parts, changing hearts, changing me? : an investigation into my response to video art ","1991","http://clues.concordia.ca/search/c?SEARCH=N 6494 V53C66 1991","v, 64 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Cooley","Georgina Miriam","Who is this self I'm supposed to be expressing? : narrative inquiry into the art and learning of twelve women visual arts students ","1996","http://clues.concordia.ca/search/c?SEARCH=N 71 C65 1996","vii, 380 leaves ; 29 cm.","Theses (Ph.D.)"
"Cools","Valérie","Les nekketsu shonen mangas : une littérature hypermoderne ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F73M 2007 C66","v, 154 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Cooney","Edward","In search of the secular sacrament : strategies for salvation in five novels by Patrick White ","1988","http://clues.concordia.ca/search/c?SEARCH=PR 9619.3 W5Z593+ 1988","160 leaves ; 29 cm.","Theses (M.A.)"
"Cooney","Robin E","The hippocampal contribution to age-related decline in memory for spatial location ","1993","http://clues.concordia.ca/search/c?SEARCH=BF 378 A33C66 1993","ix, 230 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Cooper","Jane Leibovitz","A critique of Erwin R. Goodenough's Jewish symbols in the Greco-Roman period ","1974","http://clues.concordia.ca/search/c?SEARCH=DS 111 G6C6+","110 leaves 5 leaves of plates ; 29 cm.","Theses (M.A.)"
"Cooper","Terence J","Contextual constraints on eye movements in reading ","1985","http://clues.concordia.ca/search/c?SEARCH=BF 456 R2C58+ 1985","viii, 112 leaves ; 29 cm.","Theses (M.A.)"
"Cooper","Terence J","The influence of conceptual context on the reading of prose passages ","1995","http://clues.concordia.ca/search/c?SEARCH=LB 1050.45 C687 1995","ix, 137 leaves ; 30 cm.","Theses (Ph.D.)"
"Cooper","Reid Walter Fredrick","Participatory architecture in Montréal : three case studies ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66A35M 2006 C66","viii, 178 leaves : ill. ; 29 cm.","M.A."
"Cooper","Makeba","""The salt lick"" ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E54M 2008 C66","iii, 68 leaves ; 29 cm.","M.A."
"Cooperman","Marilyn Harriet","An evaluation of the effectiveness of a self-instructional videotape in music education ","1972","http://clues.concordia.ca/search/c?SEARCH=MT 6 C5+","xii, 126 leaves : ill.","Theses (M.A.)"
"Cooperman","Jessica M","Maternal aggression and withdrawal in childhood : continuity and intergenerational risk transmission ","1996","http://clues.concordia.ca/search/c?SEARCH=BF 723 A35C66 1996","xi, 152 leaves ; 29 cm.","Theses (M.A.)"
"Cooperman","Jessica M","From childhood to parenthood : continuity of risk over time and contextual factors perpetuating the inter-generational transfer of risk ","1999","http://clues.concordia.ca/search/c?SEARCH=BF 723 P25C66 1999","261 leaves ; 29 cm.","Theses (Ph.D.)"
"Copp","Robert","Secret gods : epic revelations of the aesthetic imagination : an investigation into the epic and the novel, as exemplified by Mervyn Peake's postmodern ""pantechnicon"", Titus groan, Gormenghast, and Titus alone ","1989","http://clues.concordia.ca/search/c?SEARCH=PR 6031 E183G6433+ 1989","216 leaves ; 29 cm.","Theses (M.A.)"
"Corbeil","Christiane Monique","The use of art therapy with individuals in whom physical pain and symptoms are main modes of expression for the unconscious : presented in an archetypal perspective ","1987","http://clues.concordia.ca/search/c?SEARCH=RC 489 A7C67 1987","128 leaves : col. ill. ; 29 cm.","Theses (M.A.)"
"Corbel","Nadine H. J","Les chantiers navals à Montréal au XIXe siècle ","1991","http://clues.concordia.ca/search/c?SEARCH=VM 27 M6C67 1991","ix, 140 leaves ; ill., maps ; 29 cm.","Theses (M.A.)"
"Corber","Tzippy","Evaluation of a presecondary-level individualized mathematics program for Inuit adults in Northern Québec ","1988","http://clues.concordia.ca/search/c?SEARCH=QA 135.5 C67+ 1988","ix, 157 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Coria-Avila","Genaro A","Behavioral, and neural mechanisms of conditioned partner preference in the female rat ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66P79P 2007 C67","xxiii, 258 leaves : ill. ; 29 cm.","Ph. D."
"Coriaty","Elie N","Modification of the properties of an epoxy polymer adhesive with blending or reinforcing and an application to a solar heat storage module ","1983","http://clues.concordia.ca/search/c?SEARCH=TJ 810 C67+ 1983","xii, 131 leaves : ill., graphs ; 29 cm.","Theses (M.Eng.)"
"Corluka","Duro George","A critical review of primary flow elements used in the paper industry ","1981","http://clues.concordia.ca/search/c?SEARCH=TS 1117 C67+","x, 86 leaves : ill., graphs ; 29 cm.","Theses (M.Eng.)"
"Cormack","Gregory","An EST-based genomics project in potato : solanum tuberosum ","2004","http://clues.concordia.ca/search/c?SEARCH=SB 211 P8C67 2004","ix, 85 leaves : ill. ; 29 cm.","M. Sc."
"Cormier","Linda","La condition féminine en milieu ouvrier, 1900-1950 : témoignages de trois montréalaises ","1990","http://clues.concordia.ca/search/c?SEARCH=HQ 1460 M6C67 1990","viii, 100 leaves ; 29 cm.","Theses (M.A.)"
"Cormier","Guy","Molecular dynamics simulation and crystal-field theory : predicting the optical spectra and structure of rare-earth doped inorganic glasses ","1993","http://clues.concordia.ca/search/c?SEARCH=QC 464 G55C67 1993","xxiv, 213 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Cormier","Brandie","Attachment theory and art therapy : indications of attachment in the art therapy of two children with disruptive behavior disorders ","1999","http://clues.concordia.ca/search/c?SEARCH=RC 489 A7C6+ 1999 no.2","vii, 94 leaves : col. ill. ; 29 cm.","Research papers (M.A.)"
"Cornellier","Bruno","Absence et présence de l'Indien : identité, nationalité et indianité dans Le Confessionnal (1995) de Robert Lepage ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M45M 2006 C67","ix, 106 leaves : ill. ; 29 cm.","M.A."
"Corran","Vivan Alexandra","Practice teaching in the Art Education internship at Sir George Williams University.","1972","http://clues.concordia.ca/search/c?SEARCH=N 346.5 C2C6+","65 leaves : ports.","Theses (M.A.)"
"Cosic","Miroslav","WishToys : a Web-based electronic shopping assistant featuring voice access ","2001","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2001 no.7","ix, 112 leaves : ill. (some col.) ; 29 cm.","Major reports (M.Comp.Sc.)"
"Cosmulescu","Cristina","Experimental procedure to evaluate air leakage through different building materials ","1997","http://clues.concordia.ca/search/c?SEARCH=TH 2235 C67 1997","xiv, 119 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Costain","Robert","The Québec English schools network RÉCIT : a case study in the development of a community of practice ","2002","http://clues.concordia.ca/search/c?SEARCH=LB 1028.3 C667 2002","ix, 155 leaves ; 29 cm.","Theses (M.A.)"
"Costantino","Patricia","Italian immigrant women and literacy : a case study ","2001","http://clues.concordia.ca/search/c?SEARCH=LC 3734.3 M6C72 2001","xi, 103 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Costanzo","Nadine","The effects of stress on biomass, soluble sugar concentrations and VA mycorrhizal colonization in sugar maple seedlings (Acer saccharum Marsh.) ","1999","http://clues.concordia.ca/search/c?SEARCH=QK 754 C67 1999","ix, 83 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Costello","Jane","Evaluation of an electronic portfolio template system ","2002","http://clues.concordia.ca/search/c?SEARCH=LB 1029 P67C67 2002","xiii, 232 leaves ; 29 cm.","Theses (M.A.)"
"Coté","Christine D","Limited resources ","1991","http://clues.concordia.ca/search/c?SEARCH=PS 8555 O7883L5 1991","v, 78 leaves ; 29 cm.","Theses (M.A.)"
